1333	-0.8050652598
1315	-0.6471130841
1298	-0.4969155518
1281	-0.4700256007
1265	-0.3825060192
1249	-0.2822472403
1234	-0.2863368297
1219	-0.2320981490
1204	-0.1037163865
1190	-0.0888356870
1176	-0.1107855937
1162	-0.0436977270
1148	-0.0267860048
1135	-0.0848517023
1123	-0.0597375204
1110	-0.0071005123
1098	-0.0362054974
1086	-0.0292281915
1074	0.0520220569
1063	0.0631370457
1051	0.0183339837
1040	0.0343281782
1030	0.0617681834
1019	0.0385957595
1009	0.0286691630
999	0.0462525138
989	0.0403556493
979	0.0265385701
969	0.0307759904
960	0.0376686510
951	0.0529468003
942	0.0736091087
933	0.0667576675
924	0.0507234649
916	0.0602148303
908	0.0650974775
899	0.0520545230
891	0.0629838804
883	0.0913149966
876	0.0978549084
868	0.0965161875
861	0.0973630069
853	0.0797232502
846	0.0702300453
839	0.0937819270
832	0.0974823983
825	0.0630925213
818	0.0573303635
811	0.0864889861
805	0.0886171238
798	0.0761072467
792	0.0935720347
786	0.1051655551
780	0.0860015242
774	0.0973214486
768	0.1545102457
762	0.1759575257
756	0.1367317816
750	0.1170791215
745	0.1512165066
739	0.1701249195
734	0.1368372476
728	0.1135320007
723	0.1412269697
718	0.1645920691
713	0.1402860598
708	0.1129118019
703	0.1206313955
698	0.1348651164
693	0.1389494978
688	0.1562539647
683	0.1844904092
679	0.1986205962
674	0.1979563400
670	0.1871849483
665	0.1675063075
661	0.1645808644
656	0.1887022850
652	0.1988370182
648	0.1778723181
644	0.1665296748
639	0.1766585461
635	0.1759780532
631	0.1658420014
627	0.1674587228
623	0.1675546759
620	0.1612354967
616	0.1752159100
612	0.2030517577
608	0.2090610394
604	0.1988980687
601	0.1985887271
597	0.1984342783
594	0.1841876121
590	0.1698631312
587	0.1670839753
583	0.1751188489
580	0.1949607861
576	0.2127418276
573	0.2057755005
570	0.1868648312
567	0.1909854042
563	0.2144603885
560	0.2210809009
557	0.2033607265
554	0.1910765114
551	0.1998882792
548	0.2075463034
545	0.1946459718
542	0.1801595739
539	0.1855290006
536	0.1935509484
533	0.1863926839
530	0.1835290212
528	0.1963360849
525	0.2017766814
522	0.1954884993
519	0.2001427499
517	0.2098871630
514	0.2029605686
511	0.1918522317
509	0.1927875944
506	0.1911174750
504	0.1838001630
501	0.1908475412
498	0.2067258183
496	0.2099871449
494	0.2076236905
491	0.2109954875
489	0.2071969764
486	0.1929339088
484	0.1859885486
482	0.1900729493
479	0.1942771491
477	0.1956492375
475	0.1927218079
472	0.1838750840
470	0.1792901352
468	0.1851497884
466	0.1912565026
464	0.1944280871
461	0.2030976793
459	0.2134901567
457	0.2158074783
455	0.2137827296
453	0.2120048820
451	0.2055111015
449	0.1943558731
447	0.1863813854
445	0.1875245902
443	0.1999263088
441	0.2157144490
439	0.2187553075
437	0.2097082997
435	0.2073572606
433	0.2158507762
431	0.2234765944
430	0.2282476310
428	0.2308750134
426	0.2247047944
424	0.2163502401
422	0.2211772077
420	0.2324542231
419	0.2338053537
417	0.2279072333
415	0.2214743809
413	0.2128688737
412	0.2096108432
410	0.2191607880
408	0.2276574523
407	0.2235366040
405	0.2183333531
403	0.2203314645
402	0.2215193556
400	0.2176851374
399	0.2099868237
397	0.1972893011
395	0.1864815741
394	0.1875433460
392	0.1950941599
391	0.1989363107
389	0.1999454705
388	0.2001400750
386	0.1999427112
385	0.2052798144
383	0.2146170141
382	0.2159294046
380	0.2095458011
379	0.2054333396
377	0.2020262421
376	0.1991119435
375	0.2083791869
373	0.2257567644
372	0.2301705283
370	0.2218765466
369	0.2208741818
368	0.2302521294
366	0.2363802287
365	0.2328849390
364	0.2243132968
362	0.2188638023
361	0.2183595898
360	0.2128472946
358	0.2010940522
357	0.2007244611
356	0.2133669495
355	0.2158732649
353	0.2070325463
352	0.2095556406
351	0.2199921234
350	0.2197356078
348	0.2200631509
347	0.2340280697
346	0.2397858521
345	0.2233149606
343	0.2088118623
342	0.2129373814
341	0.2192984574
340	0.2134850934
339	0.2024760405
338	0.1976194228
336	0.2014300143
335	0.2068166952
334	0.2054861904
333	0.1995352232
332	0.1951922646
331	0.1913947747
330	0.1885525772
329	0.1918579378
328	0.1969087256
327	0.1953413107
325	0.1914335918
324	0.1903161421
323	0.1875924157
322	0.1860371924
321	0.1939550571
320	0.2037493593
319	0.2037455101
318	0.2013482673
317	0.2072059838
316	0.2151183601
315	0.2159924424
314	0.2125634304
313	0.2123175018
312	0.2181840467
311	0.2264813578
310	0.2309934676
309	0.2300941655
308	0.2260493193
307	0.2213980484
306	0.2203263938
305	0.2222664827
305	0.2183828688
304	0.2103846812
303	0.2128677515
302	0.2227755538
301	0.2225627796
300	0.2169401676
299	0.2207418353
298	0.2252160573
297	0.2204515747
296	0.2176732882
295	0.2203331177
295	0.2184436424
294	0.2155974466
293	0.2176749036
292	0.2173793120
291	0.2170602806
290	0.2250407648
289	0.2295694336
289	0.2217422970
288	0.2155914151
287	0.2154902346
286	0.2114503421
285	0.2081303070
284	0.2103309725
284	0.2089774137
283	0.2076091079
282	0.2127455477
281	0.2094683667
280	0.1968401580
280	0.1970110283
279	0.2035360050
278	0.1961352984
277	0.1893874544
277	0.1926090708
276	0.1843854769
275	0.1702516141
274	0.1742641131
273	0.1823416176
273	0.1809408407
272	0.1869379896
271	0.1922662173
271	0.1792962677
270	0.1729358327
269	0.1822355167
268	0.1761860840
268	0.1629257726
267	0.1673280188
