3.378	1.900	0.225
3.808	0.280	0.225
0.408	2.919	0.225
2.242	2.509	0.225
1.249	1.417	0.225
0.206	2.029	0.225
2.025	0.141	0.225
2.758	0.009	0.225
3.505	0.993	0.225
3.243	0.494	0.225
2.717	1.813	0.225
1.604	1.951	0.225
2.199	1.230	0.225
0.297	0.096	0.225
0.789	0.700	0.225
2.135	3.508	0.225
1.203	2.771	0.225
2.593	3.094	0.225
1.816	0.587	0.225
3.549	2.965	0.225
0.731	1.964	0.225
3.648	2.503	0.225
3.116	1.535	0.225
1.002	3.602	0.225
0.575	3.772	0.225
1.188	0.135	0.225
3.777	3.705	0.225
0.041	3.318	0.225
3.971	1.753	0.225
1.739	2.556	0.225
1.330	0.667	0.225
