3.169	2.278	0.256
1.538	3.500	0.090
1.239	3.788	0.210
3.458	0.088	0.114
0.425	3.757	0.247
3.879	2.047	0.265
0.410	0.611	0.202
2.545	0.666	0.192
3.764	1.019	0.208
2.312	0.284	0.210
0.732	3.313	0.198
1.038	3.079	0.139
3.021	3.594	0.170
0.814	1.417	0.169
2.385	1.442	0.334
1.618	0.519	0.124
0.436	2.781	0.111
3.090	0.530	0.101
0.013	0.396	0.199
3.071	1.651	0.204
2.912	0.864	0.197
1.208	1.661	0.178
1.320	0.026	0.101
3.667	3.606	0.148
2.864	0.103	0.169
0.285	1.603	0.243
3.565	3.957	0.098
1.780	3.142	0.189
2.635	2.535	0.288
1.430	0.868	0.206
2.290	2.040	0.161
3.477	0.540	0.117
0.987	2.476	0.269
2.075	2.620	0.152
1.849	0.062	0.259
1.586	2.550	0.142
3.758	2.815	0.180
2.036	0.992	0.092
0.999	1.061	0.147
3.715	1.637	0.150
1.143	0.484	0.163
1.579	1.856	0.147
1.981	3.995	0.247
