1333	-0.6328933007
1315	-0.6640811918
1298	-0.5006339250
1281	-0.3876620911
1265	-0.4274346306
1249	-0.3476162611
1234	-0.2216122661
1219	-0.2311937525
1204	-0.1989270771
1190	-0.1024701978
1176	-0.1300025349
1162	-0.1604533294
1148	-0.0786518960
1135	-0.0647515567
1123	-0.1059703481
1110	-0.0489630474
1098	-0.0173672237
1086	-0.0674755123
1074	-0.0270254563
1063	0.0419474374
1051	-0.0006027506
1040	-0.0028760234
1030	0.0781176397
1019	0.0606125193
1009	0.0195733240
999	0.0941448883
989	0.1079226279
979	0.0184459500
969	0.0702658270
960	0.2066707507
951	0.1556819714
942	0.0112032233
933	0.0016087819
924	0.0628352135
916	0.0982751462
908	0.1561533707
899	0.2001066275
891	0.1559347565
883	0.0943610024
876	0.0849468142
868	0.0832107879
861	0.0667395865
853	0.0704879677
846	0.0934808554
839	0.0985331954
832	0.0726885007
825	0.0490637926
818	0.0602501830
811	0.0793059213
805	0.0824401006
798	0.1171045428
792	0.1862848172
786	0.2029307100
780	0.1646611627
774	0.1559455531
768	0.1587561700
762	0.1208137308
756	0.1086820480
750	0.1554611387
745	0.1676237303
739	0.1339497735
734	0.1532823609
728	0.2178321441
723	0.2349709668
718	0.2011924357
713	0.1668554375
708	0.1529631041
703	0.1754252343
698	0.2194797774
693	0.2280191880
688	0.2022821343
683	0.1980673359
679	0.2082664608
674	0.1941388801
670	0.1784128876
665	0.1865456013
661	0.1945879679
656	0.1956310705
652	0.2056812573
648	0.2100975195
644	0.1980014524
639	0.1931430912
635	0.1984259040
631	0.1917159766
627	0.1836050348
623	0.1985667206
620	0.2237068587
616	0.2332944031
612	0.2258148996
608	0.2130278995
604	0.2069819146
601	0.2124928026
597	0.2151279717
594	0.2011996696
590	0.1853609753
587	0.1861534568
583	0.1949252809
580	0.1972667744
576	0.1961930515
573	0.1961676277
570	0.1931599264
567	0.1875362624
563	0.1852102055
560	0.1882553936
557	0.1957740279
554	0.2054821382
551	0.2110161969
548	0.2086387914
545	0.2061826489
542	0.2146152221
539	0.2300729368
536	0.2336625813
533	0.2153852306
530	0.1914286144
528	0.1851889789
525	0.1962018354
522	0.2050062237
519	0.2038331912
517	0.2027604947
514	0.2090080322
511	0.2171463286
509	0.2191977466
506	0.2162340443
504	0.2174652633
501	0.2248614454
498	0.2254680410
496	0.2116631338
494	0.1961756378
491	0.1898822038
489	0.1857812003
486	0.1796243345
484	0.1766799790
482	0.1730564146
479	0.1663081635
477	0.1729979801
475	0.1965030700
472	0.2075121213
470	0.1938114267
468	0.1835044012
466	0.1900688382
464	0.1914707068
461	0.1808603323
459	0.1784578370
457	0.1886166544
455	0.1965561070
453	0.1991512637
451	0.2019581282
449	0.2046122039
447	0.2093824732
445	0.2199858631
443	0.2277498627
441	0.2234133301
439	0.2141959051
437	0.2086245640
435	0.2020148911
433	0.1929434156
431	0.1916803283
430	0.1997725394
428	0.2043890188
426	0.2022293902
424	0.2056761239
422	0.2170054885
420	0.2197684197
419	0.2049004753
417	0.1849331319
415	0.1750296164
413	0.1773618016
412	0.1868682908
410	0.1971146046
408	0.2019377550
407	0.2016536781
405	0.2013509593
403	0.2003697919
402	0.1958869286
400	0.1930721749
399	0.1957519482
397	0.1961176783
395	0.1892517639
394	0.1842756114
392	0.1879124922
391	0.1924756049
389	0.1899308678
388	0.1840161739
386	0.1825645807
385	0.1870893581
383	0.1919385385
382	0.1904606375
380	0.1834390944
379	0.1794518634
377	0.1832572111
376	0.1890641994
375	0.1897139312
373	0.1865042049
372	0.1855988523
370	0.1886782217
369	0.1904533284
368	0.1854131613
366	0.1758885956
365	0.1703421671
364	0.1731829433
362	0.1803198295
361	0.1847460254
360	0.1827432030
358	0.1761390700
357	0.1709252698
356	0.1713469839
355	0.1754997670
353	0.1786070715
352	0.1780459568
351	0.1752784703
350	0.1750375190
348	0.1779012930
347	0.1755920282
346	0.1649482864
345	0.1581423804
343	0.1632563234
342	0.1713541419
341	0.1767752761
340	0.1839475412
339	0.1882090701
338	0.1831907199
336	0.1801021309
335	0.1871943916
334	0.1929165527
333	0.1915637909
332	0.1901299224
331	0.1868108193
330	0.1812787335
329	0.1845766645
328	0.1904052371
327	0.1814287995
325	0.1702091110
324	0.1761767611
323	0.1844804942
322	0.1808220193
321	0.1782423928
320	0.1792351746
319	0.1744680318
318	0.1738221483
317	0.1804797229
316	0.1754697978
315	0.1616388055
314	0.1599551315
313	0.1658758277
312	0.1686519585
311	0.1721925394
310	0.1680558696
309	0.1526199740
308	0.1514959415
307	0.1660970604
306	0.1648678324
305	0.1551534649
305	0.1642024615
304	0.1727451535
303	0.1631541235
302	0.1588906421
301	0.1618536624
300	0.1538084560
299	0.1491097790
298	0.1535191849
297	0.1462039612
296	0.1422356732
295	0.1596922181
295	0.1633869843
294	0.1452698851
293	0.1475329318
292	0.1607348337
291	0.1515340853
290	0.1480064704
289	0.1624796821
289	0.1565457002
288	0.1425672507
287	0.1530925267
286	0.1571883267
285	0.1453588358
284	0.1528278588
284	0.1562890283
283	0.1332675560
282	0.1345441992
281	0.1555737860
280	0.1397277501
280	0.1271283015
279	0.1547573035
278	0.1537636301
277	0.1264317189
277	0.1450957153
276	0.1596112647
275	0.1252357038
274	0.1269386243
273	0.1547318136
273	0.1214886868
272	0.1035681009
271	0.1523843510
271	0.1438408221
270	0.0944868948
269	0.1299583077
268	0.1524632507
268	0.0888936366
267	0.0956194765
